num_critic_for_reviews,duration,actor_3_fb_likes,actor_1_fb_likes,num_voted_users,cast_total_fb_likes,facenumber_in_poster,num_user_for_reviews,actor_2_fb_likes,imdb_score,movie_fb_likes
39.0,91.0,322.0,2000.0,15455,3855,1.0,80.0,461.0,5.3,451
43.0,117.0,451.0,905.0,24757,2348,0.0,81.0,484.0,6.0,0
82.0,86.0,553.0,1000.0,16580,3423,3.0,55.0,701.0,5.4,916
150.0,124.0,19.0,723.0,42621,793,0.0,531.0,44.0,6.8,0
168.0,134.0,2000.0,11000.0,35140,24351,3.0,409.0,8000.0,6.4,0
432.0,95.0,20.0,409.0,203461,578,0.0,588.0,107.0,7.1,46000
60.0,100.0,579.0,1000.0,27648,3855,0.0,148.0,642.0,4.9,0
85.0,220.0,820.0,13000.0,11388,15006,2.0,183.0,861.0,5.8,652
83.0,212.0,805.0,12000.0,23996,21130,0.0,161.0,5000.0,7.1,915
343.0,128.0,501.0,854.0,132423,2507,2.0,349.0,766.0,7.2,15000
106.0,106.0,855.0,3000.0,26551,6558,0.0,273.0,1000.0,6.0,0
158.0,160.0,826.0,23000.0,15697,26982,0.0,182.0,1000.0,6.0,0
189.0,114.0,10.0,879.0,36455,949,2.0,229.0,52.0,7.0,0
125.0,99.0,61.0,12000.0,48245,12166,1.0,154.0,68.0,5.4,0
87.0,74.0,865.0,11000.0,17307,13917,2.0,186.0,1000.0,6.5,892
115.0,139.0,50.0,267.0,19114,538,0.0,115.0,202.0,6.4,0
23.0,52.0,114.0,164.0,15762,654,9.0,47.0,116.0,8.3,17000
24.0,103.0,269.0,849.0,3803,2457,2.0,41.0,623.0,4.9,68
152.0,101.0,104.0,219.0,89568,661,1.0,142.0,141.0,6.3,17000
12.0,91.0,500.0,719.0,4377,3090,0.0,66.0,611.0,1.7,0
656.0,130.0,650.0,1000.0,452465,3133,1.0,695.0,660.0,7.7,89000
119.0,130.0,812.0,11000.0,213668,13357,1.0,270.0,1000.0,7.8,0
161.0,110.0,789.0,18000.0,96565,21554,1.0,135.0,1000.0,5.5,0
73.0,147.0,893.0,22000.0,154487,37076,3.0,259.0,11000.0,7.5,0
96.0,96.0,668.0,13000.0,117606,15662,0.0,217.0,738.0,6.4,0
28.0,118.0,643.0,23000.0,13995,26907,1.0,62.0,2000.0,5.6,353
105.0,88.0,40.0,1000.0,90360,1178,0.0,147.0,48.0,7.5,0
102.0,325.0,678.0,12000.0,9830,14255,0.0,189.0,849.0,6.8,1000
206.0,102.0,520.0,956.0,156225,2998,1.0,502.0,845.0,6.8,0
159.0,110.0,287.0,11000.0,28618,12876,2.0,91.0,1000.0,6.0,11000
137.0,136.0,225.0,670.0,73006,1801,1.0,297.0,370.0,7.3,0
116.0,103.0,664.0,12000.0,34597,23864,1.0,194.0,10000.0,6.0,0
177.0,103.0,5000.0,11000.0,85198,22383,1.0,303.0,5000.0,7.0,0
99.0,90.0,16.0,44.0,46158,132,3.0,403.0,28.0,5.1,0
56.0,154.0,957.0,10000.0,88844,14244,0.0,142.0,1000.0,6.8,0
117.0,99.0,135.0,405.0,47364,1066,1.0,75.0,268.0,6.5,0
252.0,93.0,350.0,26000.0,117999,27834,0.0,181.0,956.0,6.6,16000
375.0,109.0,839.0,17000.0,408302,19968,2.0,345.0,971.0,7.2,39000
150.0,124.0,427.0,8000.0,203269,9255,1.0,602.0,437.0,7.0,11000
187.0,84.0,206.0,579.0,140499,1817,0.0,358.0,530.0,7.0,0
108.0,90.0,650.0,22000.0,106909,24534,1.0,268.0,923.0,5.9,0
21.0,117.0,547.0,723.0,20183,3841,1.0,41.0,558.0,5.4,0
270.0,123.0,749.0,975.0,133177,4825,7.0,380.0,815.0,6.6,24000
72.0,251.0,595.0,940.0,21554,2957,2.0,192.0,726.0,7.0,0
154.0,105.0,491.0,4000.0,74169,6727,2.0,112.0,828.0,6.5,17000
114.0,115.0,505.0,11000.0,30077,15571,1.0,175.0,3000.0,6.3,893
27.0,122.0,292.0,12000.0,11453,13716,0.0,71.0,592.0,6.5,0
166.0,119.0,395.0,650.0,63677,1651,0.0,460.0,537.0,6.5,0
288.0,81.0,412.0,468.0,119622,2134,1.0,396.0,442.0,5.8,0
117.0,133.0,275.0,683.0,74009,2371,0.0,317.0,349.0,6.6,0
291.0,100.0,913.0,10000.0,91151,15369,2.0,283.0,2000.0,5.4,20000
151.0,120.0,808.0,22000.0,42547,33585,1.0,265.0,9000.0,6.1,748
36.0,104.0,687.0,5000.0,38203,7723,0.0,290.0,922.0,4.0,0
168.0,122.0,16.0,12000.0,248123,12076,2.0,437.0,43.0,7.6,10000
283.0,80.0,576.0,5000.0,149414,6229,4.0,841.0,643.0,7.9,0
127.0,91.0,497.0,922.0,34203,3301,1.0,169.0,786.0,5.3,19000
293.0,112.0,365.0,11000.0,247020,12239,4.0,835.0,392.0,6.6,50000
95.0,100.0,433.0,624.0,22309,2056,1.0,102.0,489.0,6.3,0
4.0,30.0,253.0,870.0,1558,1610,1.0,18.0,284.0,7.5,455
213.0,105.0,52.0,1000.0,24657,1342,4.0,71.0,172.0,7.2,0
119.0,110.0,196.0,1000.0,187181,1954,0.0,564.0,418.0,7.0,0
9.0,101.0,6.0,326.0,590,488,0.0,5.0,152.0,4.9,161
167.0,144.0,996.0,13000.0,137003,18761,1.0,658.0,3000.0,6.9,0
98.0,108.0,96.0,687.0,29861,1134,1.0,132.0,312.0,5.2,505
234.0,107.0,766.0,13000.0,704766,17540,0.0,2073.0,3000.0,8.1,14000
258.0,102.0,54.0,107.0,125198,362,6.0,153.0,81.0,6.6,11000
108.0,100.0,296.0,734.0,34809,2085,0.0,125.0,574.0,6.2,11000
81.0,126.0,225.0,668.0,126907,2004,0.0,235.0,641.0,7.2,0
538.0,138.0,14000.0,34000.0,358416,83012,5.0,751.0,23000.0,7.3,63000
224.0,108.0,723.0,16000.0,227824,18656,1.0,273.0,896.0,6.7,10000
129.0,105.0,298.0,984.0,56646,2129,0.0,336.0,489.0,6.4,0
125.0,108.0,690.0,1000.0,340085,3660,0.0,327.0,869.0,7.8,12000
433.0,89.0,903.0,19000.0,327367,32325,0.0,918.0,11000.0,6.4,83000
362.0,129.0,716.0,1000.0,220020,4585,0.0,1360.0,935.0,4.1,101000
93.0,84.0,2000.0,13000.0,40227,22935,3.0,188.0,4000.0,4.1,681
71.0,149.0,1000.0,18000.0,99558,31349,3.0,236.0,11000.0,7.4,0
104.0,94.0,597.0,3000.0,75152,7014,15.0,288.0,2000.0,5.8,0
319.0,121.0,127.0,480.0,203963,1261,0.0,420.0,449.0,7.6,58000
41.0,128.0,251.0,15000.0,71754,16751,3.0,166.0,923.0,7.2,0
300.0,134.0,336.0,1000.0,64989,2676,0.0,279.0,575.0,7.8,40000
556.0,120.0,81.0,10000.0,479453,10555,0.0,696.0,349.0,7.7,74000
161.0,129.0,49.0,97.0,132048,318,7.0,203.0,50.0,6.4,12000
151.0,89.0,807.0,2000.0,93748,5855,8.0,410.0,869.0,5.1,1000
212.0,116.0,71.0,287.0,98535,600,4.0,734.0,157.0,5.5,0
111.0,118.0,690.0,1000.0,283480,3986,0.0,263.0,869.0,7.4,0
173.0,107.0,723.0,8000.0,85629,12556,2.0,144.0,2000.0,6.0,14000
181.0,155.0,10000.0,18000.0,143835,42220,0.0,654.0,12000.0,7.5,14000
252.0,123.0,923.0,11000.0,79264,13321,2.0,277.0,935.0,7.0,13000
216.0,128.0,898.0,11000.0,66511,16911,0.0,200.0,3000.0,7.5,28000
203.0,139.0,1000.0,22000.0,137891,36810,1.0,696.0,13000.0,7.3,0
218.0,109.0,839.0,13000.0,97045,16179,1.0,285.0,899.0,5.7,55000
118.0,120.0,249.0,23000.0,48806,24300,1.0,263.0,984.0,7.3,11000
241.0,121.0,808.0,22000.0,130661,36010,2.0,304.0,11000.0,7.2,54000
119.0,102.0,655.0,2000.0,28621,5178,0.0,58.0,874.0,5.9,0
89.0,117.0,322.0,855.0,113068,2144,1.0,382.0,363.0,7.8,0
209.0,178.0,748.0,904.0,110394,5074,0.0,433.0,876.0,7.7,0
374.0,147.0,175.0,3000.0,656640,3924,1.0,1732.0,472.0,8.1,13000
235.0,90.0,882.0,2000.0,127528,6775,4.0,422.0,897.0,6.6,0
215.0,105.0,257.0,24000.0,166194,28928,2.0,215.0,4000.0,7.1,0
109.0,114.0,398.0,700.0,109445,2842,2.0,426.0,655.0,5.9,0
125.0,206.0,4.0,433.0,113472,698,1.0,442.0,256.0,8.0,0
65.0,99.0,633.0,17000.0,31968,19334,0.0,82.0,826.0,4.6,663
125.0,123.0,8000.0,24000.0,87351,43917,0.0,344.0,11000.0,6.1,2000
322.0,137.0,465.0,769.0,103589,2938,0.0,351.0,698.0,7.2,35000
191.0,102.0,651.0,2000.0,146899,7009,1.0,185.0,2000.0,6.4,0
191.0,109.0,119.0,982.0,104481,2357,2.0,189.0,971.0,6.0,16000
221.0,82.0,748.0,164000.0,75345,303717,0.0,290.0,137000.0,5.2,0
459.0,142.0,423.0,15000.0,178118,16944,0.0,355.0,535.0,7.6,55000
131.0,106.0,389.0,578.0,86902,2544,2.0,411.0,563.0,6.4,0
222.0,114.0,177.0,836.0,147317,2091,2.0,197.0,719.0,6.4,12000
118.0,106.0,418.0,1000.0,35508,2325,2.0,211.0,593.0,6.1,0
100.0,108.0,823.0,4000.0,77415,8610,0.0,139.0,835.0,6.1,0
70.0,98.0,968.0,2000.0,52805,7039,0.0,209.0,2000.0,5.2,0
138.0,131.0,720.0,15000.0,104991,17152,1.0,544.0,1000.0,7.7,0
274.0,118.0,638.0,11000.0,173848,13943,1.0,203.0,980.0,7.3,25000
349.0,113.0,767.0,14000.0,210542,17152,3.0,332.0,903.0,6.9,29000
341.0,130.0,19000.0,23000.0,844052,63986,1.0,1100.0,20000.0,8.5,49000
196.0,116.0,465.0,18000.0,114294,30571,7.0,187.0,11000.0,6.3,12000
83.0,89.0,91.0,3000.0,20615,3361,2.0,44.0,190.0,5.9,0
283.0,139.0,19.0,708.0,236000,848,0.0,1043.0,78.0,7.8,14000
105.0,130.0,162.0,387.0,69457,1233,1.0,271.0,244.0,6.7,0
351.0,107.0,520.0,2000.0,171418,4243,0.0,619.0,1000.0,6.4,17000
16.0,116.0,204.0,954.0,7900,2179,3.0,34.0,568.0,5.9,263
195.0,96.0,501.0,40000.0,147504,41293,1.0,531.0,534.0,6.6,0
175.0,99.0,211.0,18000.0,114321,18693,0.0,548.0,426.0,6.8,0
193.0,104.0,280.0,545.0,87447,1274,0.0,371.0,351.0,6.5,0
169.0,105.0,988.0,3000.0,37398,9069,0.0,110.0,2000.0,6.6,11000
128.0,101.0,681.0,1000.0,54421,4298,2.0,101.0,689.0,5.8,3000
249.0,134.0,235.0,880.0,25465,2281,1.0,190.0,413.0,6.9,16000
91.0,135.0,913.0,13000.0,46221,16762,1.0,141.0,936.0,7.1,0
207.0,98.0,416.0,21000.0,89557,22318,1.0,376.0,534.0,5.8,0
77.0,155.0,11000.0,12000.0,56509,37570,2.0,227.0,11000.0,7.2,0
25.0,106.0,0.0,472.0,17443,519,2.0,56.0,47.0,6.0,694
211.0,102.0,473.0,1000.0,92789,4324,0.0,998.0,741.0,4.7,0
19.0,95.0,287.0,3000.0,49612,4634,1.0,39.0,450.0,5.2,0
101.0,103.0,586.0,24000.0,20201,26938,2.0,180.0,1000.0,5.5,0
175.0,95.0,664.0,799.0,81334,2787,4.0,291.0,690.0,6.5,0
342.0,109.0,57.0,176.0,192462,390,0.0,334.0,61.0,7.0,42000
147.0,95.0,78.0,405.0,30394,1070,1.0,103.0,358.0,5.8,0
420.0,111.0,687.0,2000.0,104119,4486,0.0,518.0,741.0,6.2,26000
138.0,123.0,173.0,12000.0,104564,12970,1.0,587.0,638.0,6.5,0
82.0,140.0,552.0,720.0,68159,3044,1.0,209.0,576.0,7.2,0
201.0,94.0,214.0,683.0,84382,1488,2.0,158.0,392.0,5.1,0
82.0,94.0,235.0,374.0,10132,1238,3.0,130.0,258.0,4.7,390
277.0,92.0,495.0,703.0,83788,3074,0.0,227.0,682.0,5.9,20000
90.0,102.0,584.0,711.0,29968,2913,1.0,117.0,683.0,5.8,445
157.0,123.0,754.0,18000.0,95860,23920,2.0,660.0,3000.0,7.2,16000
124.0,104.0,223.0,787.0,36223,1827,1.0,208.0,299.0,6.2,0
3.0,30.0,12.0,51.0,8495,108,0.0,43.0,21.0,7.4,301
146.0,102.0,490.0,1000.0,50199,3239,1.0,101.0,613.0,5.7,702
303.0,136.0,3000.0,14000.0,136093,28927,3.0,416.0,9000.0,6.1,24000
70.0,93.0,510.0,924.0,18723,2711,0.0,146.0,595.0,6.0,0
283.0,129.0,64.0,15000.0,81298,15595,1.0,341.0,467.0,6.9,39000
212.0,107.0,58.0,293.0,58871,621,0.0,156.0,117.0,6.5,0
98.0,117.0,441.0,1000.0,35834,3969,0.0,284.0,1000.0,5.0,0
110.0,116.0,249.0,2000.0,25346,3753,0.0,167.0,1000.0,5.7,470
146.0,135.0,715.0,3000.0,41685,5917,1.0,754.0,1000.0,7.0,3000
100.0,107.0,294.0,3000.0,12093,4565,0.0,188.0,941.0,5.1,394
62.0,90.0,210.0,607.0,10446,1335,2.0,105.0,322.0,5.3,279
70.0,99.0,44.0,10000.0,26051,10469,2.0,164.0,368.0,4.4,0
107.0,104.0,327.0,964.0,12856,2888,0.0,291.0,931.0,4.7,299
169.0,115.0,19000.0,20000.0,84357,77823,3.0,252.0,19000.0,6.7,0
94.0,119.0,903.0,18000.0,70292,29484,1.0,274.0,9000.0,6.7,8000
190.0,99.0,135.0,327.0,37412,960,0.0,178.0,253.0,5.7,0
112.0,112.0,354.0,22000.0,67797,23737,0.0,223.0,926.0,7.4,0
12.0,128.0,353.0,783.0,13830,3126,1.0,61.0,754.0,6.1,680
201.0,112.0,674.0,877.0,76498,3432,0.0,203.0,738.0,6.4,15000
34.0,86.0,795.0,10000.0,11156,14275,0.0,67.0,908.0,6.2,0
104.0,108.0,616.0,22000.0,21319,34377,1.0,166.0,11000.0,6.2,416
55.0,128.0,685.0,978.0,11232,3821,1.0,106.0,886.0,5.9,0
86.0,84.0,1000.0,1000.0,23747,5039,0.0,207.0,1000.0,4.0,0
50.0,111.0,889.0,14000.0,16741,17877,2.0,60.0,940.0,6.2,309
181.0,131.0,683.0,16000.0,49874,18913,0.0,450.0,893.0,4.6,0
260.0,123.0,826.0,4000.0,79892,7243,1.0,619.0,887.0,6.4,0
40.0,101.0,497.0,12000.0,14226,14008,3.0,60.0,975.0,5.9,555
102.0,102.0,351.0,13000.0,27305,14463,1.0,284.0,530.0,5.1,604
371.0,114.0,284.0,6000.0,145270,7099,0.0,322.0,382.0,7.6,54000
49.0,107.0,572.0,636.0,8692,3374,2.0,126.0,631.0,4.2,754
335.0,87.0,563.0,13000.0,139114,24770,0.0,245.0,11000.0,7.8,15000
86.0,103.0,311.0,11000.0,19364,12566,2.0,128.0,944.0,5.8,835
40.0,99.0,402.0,782.0,17365,2125,2.0,66.0,658.0,5.9,630
242.0,122.0,54.0,326.0,534262,809,0.0,1314.0,326.0,8.4,39000
70.0,91.0,762.0,976.0,17722,3974,1.0,111.0,799.0,4.8,849
135.0,103.0,624.0,865.0,43442,3639,4.0,146.0,826.0,6.2,0
125.0,107.0,171.0,875.0,15231,1702,3.0,66.0,596.0,6.5,0
54.0,106.0,613.0,2000.0,10413,4327,1.0,111.0,642.0,6.3,579
104.0,101.0,595.0,2000.0,17309,4262,1.0,388.0,886.0,3.3,612
157.0,109.0,835.0,14000.0,35990,20503,3.0,157.0,4000.0,5.9,0
159.0,110.0,287.0,11000.0,28618,12876,2.0,91.0,1000.0,6.0,11000
78.0,89.0,500.0,1000.0,46205,3096,0.0,147.0,627.0,5.8,0
88.0,100.0,706.0,1000.0,7794,4103,2.0,25.0,760.0,6.5,866
32.0,119.0,249.0,521.0,2933,1883,0.0,70.0,372.0,4.7,328
75.0,83.0,485.0,2000.0,24216,4024,0.0,162.0,577.0,4.1,401
219.0,108.0,61.0,12000.0,121432,14127,0.0,310.0,2000.0,6.8,10000
83.0,102.0,259.0,1000.0,19986,2664,4.0,207.0,1000.0,6.2,892
53.0,93.0,443.0,3000.0,4821,4123,0.0,82.0,545.0,4.5,158
61.0,84.0,219.0,545.0,15130,1149,3.0,98.0,248.0,5.8,565
308.0,107.0,167.0,11000.0,190132,11623,0.0,801.0,372.0,7.3,15000
70.0,91.0,39.0,61.0,30842,222,8.0,93.0,46.0,5.9,0
41.0,94.0,379.0,795.0,2458,2449,1.0,26.0,754.0,4.4,211
224.0,115.0,87.0,1000.0,28429,1686,0.0,110.0,535.0,5.8,0
66.0,93.0,173.0,15000.0,20201,15638,3.0,187.0,460.0,5.1,823
253.0,105.0,502.0,884.0,186982,2288,0.0,491.0,617.0,6.9,0
79.0,107.0,472.0,11000.0,54650,13821,1.0,223.0,922.0,6.2,12000
94.0,101.0,2.0,499.0,22010,504,2.0,90.0,3.0,6.9,0
77.0,111.0,385.0,1000.0,65474,2612,2.0,211.0,970.0,7.3,0
106.0,113.0,483.0,5000.0,22897,6267,2.0,61.0,755.0,7.1,0
30.0,112.0,533.0,1000.0,3322,2115,0.0,32.0,580.0,6.0,265
488.0,126.0,398.0,11000.0,181472,12286,5.0,514.0,557.0,7.0,58000
63.0,90.0,541.0,1000.0,15790,3243,0.0,40.0,559.0,6.8,0
42.0,93.0,596.0,2000.0,3789,5240,10.0,39.0,894.0,5.7,89
118.0,98.0,380.0,720.0,136580,2630,0.0,545.0,581.0,7.6,15000
44.0,159.0,72.0,218.0,62756,554,1.0,410.0,133.0,8.4,21000
214.0,107.0,100.0,152.0,114925,568,1.0,234.0,142.0,7.1,13000
110.0,102.0,433.0,747.0,32412,1930,1.0,184.0,452.0,5.6,0
187.0,106.0,4000.0,23000.0,272227,45327,2.0,988.0,14000.0,6.7,14000
370.0,87.0,787.0,940.0,73886,4774,0.0,165.0,925.0,7.0,25000
276.0,119.0,279.0,2000.0,242599,2853,0.0,1594.0,505.0,8.0,14000
76.0,110.0,511.0,865.0,5917,2972,2.0,50.0,534.0,5.3,177
95.0,125.0,420.0,593.0,49934,2329,1.0,224.0,542.0,4.9,0
211.0,113.0,785.0,22000.0,46480,36009,1.0,115.0,13000.0,6.4,12000
160.0,150.0,478.0,755.0,36894,2172,4.0,105.0,643.0,7.4,0
97.0,108.0,559.0,982.0,83786,4251,1.0,392.0,935.0,6.1,0
174.0,96.0,954.0,18000.0,163665,22436,2.0,169.0,957.0,6.5,9000
23.0,93.0,275.0,592.0,17810,2176,2.0,73.0,516.0,5.7,478
103.0,100.0,1000.0,12000.0,44885,18291,1.0,107.0,2000.0,5.1,478
98.0,118.0,906.0,1000.0,60504,6427,0.0,249.0,946.0,6.6,0
273.0,122.0,7.0,643.0,24557,943,1.0,111.0,290.0,6.5,13000
279.0,120.0,1000.0,21000.0,95367,36062,1.0,260.0,11000.0,6.9,33000
22.0,60.0,501.0,23000.0,38383,25160,4.0,86.0,967.0,7.8,0
4.0,88.0,46.0,76.0,2169,196,0.0,18.0,47.0,6.4,0
65.0,146.0,494.0,18000.0,76016,20516,0.0,265.0,584.0,7.6,0
98.0,115.0,789.0,970.0,30667,3770,1.0,234.0,919.0,5.6,0
116.0,123.0,692.0,931.0,44168,2912,3.0,216.0,754.0,6.2,989
76.0,94.0,377.0,598.0,23473,3552,1.0,123.0,557.0,4.4,8000
106.0,102.0,280.0,308.0,19686,1440,0.0,180.0,285.0,5.6,689
55.0,98.0,466.0,854.0,8433,2765,1.0,85.0,543.0,5.5,168
172.0,133.0,541.0,40000.0,137722,42344,1.0,638.0,903.0,6.7,0
47.0,118.0,182.0,24000.0,14066,24547,0.0,75.0,210.0,6.1,352
107.0,105.0,108.0,628.0,34592,1265,0.0,191.0,316.0,6.2,0
323.0,109.0,736.0,940.0,86955,3277,0.0,275.0,906.0,7.3,12000
37.0,129.0,982.0,12000.0,17859,16237,4.0,89.0,1000.0,6.6,911
297.0,109.0,145.0,957.0,258078,1757,0.0,911.0,163.0,8.2,23000
302.0,127.0,904.0,14000.0,125305,17551,0.0,343.0,924.0,6.4,39000
38.0,118.0,12.0,37.0,9740,74,1.0,81.0,12.0,6.4,389
31.0,110.0,427.0,1000.0,4757,2120,2.0,67.0,569.0,5.2,474
118.0,90.0,260.0,13000.0,52908,15494,0.0,102.0,2000.0,6.5,0
546.0,144.0,15.0,378.0,105144,427,31.0,405.0,18.0,7.1,27000
21.0,97.0,217.0,4000.0,6691,4900,2.0,28.0,476.0,4.8,366
86.0,130.0,534.0,2000.0,16673,5162,0.0,45.0,898.0,7.3,0
194.0,112.0,724.0,17000.0,55617,19974,0.0,266.0,1000.0,5.2,14000
437.0,133.0,531.0,13000.0,146708,15106,1.0,362.0,597.0,7.7,70000
378.0,150.0,206.0,10000.0,280228,14296,7.0,420.0,4000.0,7.6,29000
170.0,110.0,651.0,10000.0,57266,13396,12.0,89.0,2000.0,5.7,14000
341.0,96.0,681.0,24000.0,248468,36093,0.0,545.0,11000.0,7.0,0
139.0,96.0,35.0,18000.0,28109,18178,3.0,110.0,82.0,6.0,0
393.0,123.0,471.0,26000.0,312629,37206,0.0,475.0,10000.0,8.1,83000
224.0,188.0,272.0,786.0,241030,1906,1.0,1437.0,625.0,8.0,13000
203.0,107.0,574.0,13000.0,75347,14483,2.0,176.0,642.0,5.6,0
148.0,110.0,591.0,2000.0,39440,4882,4.0,83.0,756.0,6.1,15000
131.0,113.0,631.0,11000.0,17948,14209,5.0,86.0,680.0,6.9,0
350.0,122.0,10000.0,17000.0,348007,44060,1.0,1535.0,12000.0,5.2,19000
129.0,116.0,644.0,18000.0,98899,20970,1.0,394.0,669.0,7.0,0
40.0,93.0,405.0,789.0,60572,2986,1.0,144.0,744.0,6.3,0
289.0,118.0,651.0,740.0,316671,3425,4.0,301.0,707.0,7.0,35000
14.0,115.0,30.0,463.0,4387,599,0.0,21.0,35.0,5.3,240
72.0,93.0,263.0,551.0,38399,1874,0.0,218.0,284.0,6.9,0
89.0,121.0,133.0,180.0,48636,762,3.0,214.0,172.0,6.2,0
265.0,101.0,318.0,496.0,139184,1272,8.0,243.0,390.0,6.4,12000
54.0,107.0,631.0,11000.0,6069,13904,0.0,33.0,641.0,6.4,0
126.0,124.0,475.0,9000.0,31113,10838,0.0,212.0,1000.0,5.7,852
110.0,109.0,582.0,14000.0,38348,16611,0.0,135.0,919.0,6.1,0
138.0,105.0,13000.0,15000.0,39778,44037,1.0,172.0,14000.0,5.4,11000
31.0,130.0,723.0,2000.0,8531,3968,0.0,57.0,912.0,6.7,591
95.0,127.0,577.0,746.0,12375,2393,1.0,194.0,602.0,6.8,846
267.0,114.0,2000.0,12000.0,75864,19904,1.0,197.0,3000.0,6.0,23000
175.0,106.0,263.0,685.0,220591,1942,2.0,641.0,485.0,7.8,17000
63.0,95.0,450.0,944.0,1977,2928,0.0,64.0,886.0,5.3,133
85.0,81.0,387.0,541.0,8860,2268,0.0,45.0,521.0,4.5,279
44.0,95.0,642.0,1000.0,15046,4537,1.0,80.0,812.0,5.4,638
334.0,108.0,706.0,14000.0,583341,17623,3.0,626.0,839.0,7.8,24000
78.0,105.0,51.0,461.0,21912,615,0.0,45.0,79.0,7.2,12000
199.0,95.0,481.0,45000.0,181225,47203,1.0,784.0,645.0,6.6,0
186.0,126.0,488.0,920.0,269033,2725,0.0,817.0,549.0,7.6,12000
77.0,102.0,785.0,877.0,3865,3497,0.0,53.0,794.0,5.9,2000
68.0,121.0,94.0,808.0,128010,1446,2.0,136.0,277.0,6.7,0
261.0,129.0,624.0,768.0,223127,3389,0.0,420.0,734.0,7.7,38000
5.0,43.0,452.0,778.0,2185,2255,2.0,30.0,618.0,5.8,0
122.0,88.0,640.0,2000.0,84325,4499,0.0,205.0,843.0,5.4,0
340.0,106.0,64.0,18000.0,353442,18669,5.0,387.0,464.0,6.9,31000
493.0,110.0,538.0,13000.0,240962,25964,0.0,724.0,12000.0,7.7,36000
208.0,109.0,505.0,11000.0,286178,23923,0.0,631.0,11000.0,6.8,0
134.0,143.0,643.0,12000.0,63330,16007,2.0,405.0,664.0,6.4,0
275.0,120.0,680.0,4000.0,97664,5826,2.0,232.0,904.0,5.7,17000
120.0,128.0,387.0,22000.0,127503,24006,0.0,261.0,1000.0,7.3,0
144.0,123.0,1000.0,18000.0,191470,25661,2.0,278.0,5000.0,6.8,0
332.0,129.0,213.0,492.0,94241,1450,1.0,309.0,392.0,6.3,25000
104.0,105.0,278.0,1000.0,33887,2689,2.0,160.0,358.0,5.9,919
116.0,162.0,362.0,14000.0,142067,15912,0.0,457.0,1000.0,7.4,0
177.0,138.0,210.0,18000.0,414219,19129,2.0,625.0,398.0,8.3,11000
127.0,100.0,591.0,947.0,61321,2968,3.0,217.0,742.0,6.2,0
83.0,90.0,945.0,19000.0,32416,23504,0.0,138.0,957.0,6.3,0
97.0,108.0,25.0,900.0,61018,1715,0.0,140.0,759.0,5.8,0
256.0,101.0,574.0,40000.0,149285,42918,1.0,668.0,852.0,7.5,10000
225.0,109.0,311.0,812.0,79877,2474,1.0,677.0,551.0,6.3,0
83.0,132.0,80.0,29000.0,125219,29265,1.0,244.0,130.0,6.4,0
160.0,123.0,426.0,826.0,20827,2259,0.0,136.0,638.0,7.2,0
191.0,87.0,691.0,11000.0,53786,16571,0.0,211.0,4000.0,6.3,0
74.0,109.0,568.0,1000.0,32370,4231,1.0,196.0,762.0,6.9,0
238.0,109.0,923.0,15000.0,270228,20956,2.0,194.0,3000.0,6.6,41000
177.0,92.0,190.0,17000.0,28041,17860,0.0,111.0,329.0,6.0,0
405.0,125.0,825.0,15000.0,117719,19809,2.0,306.0,2000.0,7.5,39000
61.0,202.0,318.0,18000.0,63923,20143,0.0,156.0,848.0,7.7,0
285.0,134.0,120.0,529.0,104005,1050,2.0,248.0,130.0,6.2,18000
124.0,88.0,931.0,49000.0,31191,53370,2.0,120.0,1000.0,5.4,0
164.0,92.0,227.0,978.0,119974,2184,1.0,169.0,593.0,6.6,0
120.0,91.0,766.0,49000.0,32157,52566,3.0,119.0,838.0,5.3,913
90.0,75.0,553.0,11000.0,40651,13125,2.0,209.0,970.0,5.6,0
120.0,98.0,664.0,944.0,25883,4879,2.0,262.0,940.0,5.9,0
117.0,147.0,646.0,40000.0,225122,56014,2.0,234.0,14000.0,7.8,0
226.0,100.0,766.0,14000.0,198701,17902,0.0,1138.0,2000.0,6.7,0
223.0,120.0,723.0,887.0,105446,3876,0.0,321.0,770.0,7.4,11000
193.0,104.0,939.0,24000.0,84131,41701,1.0,400.0,15000.0,6.2,0
228.0,103.0,248.0,15000.0,107772,16249,1.0,398.0,552.0,5.4,0
360.0,109.0,3000.0,20000.0,304318,34011,2.0,463.0,10000.0,6.7,52000
148.0,104.0,584.0,1000.0,40654,3356,0.0,97.0,700.0,5.3,0
128.0,112.0,196.0,969.0,48019,2371,4.0,153.0,826.0,5.9,13000
3.0,60.0,628.0,897.0,1641,3438,4.0,11.0,637.0,7.0,265
46.0,95.0,447.0,1000.0,30771,2643,1.0,164.0,691.0,4.8,0
40.0,102.0,57.0,288.0,16323,677,1.0,91.0,257.0,7.3,0
63.0,102.0,690.0,2000.0,53115,5443,1.0,282.0,1000.0,3.8,0
193.0,150.0,95.0,396.0,497946,1075,0.0,761.0,338.0,8.5,21000
208.0,122.0,140.0,40000.0,124765,41636,1.0,541.0,1000.0,6.8,0
122.0,101.0,206.0,446.0,8143,966,0.0,203.0,224.0,6.8,0
228.0,108.0,324.0,730.0,94456,2178,0.0,576.0,716.0,5.3,0
212.0,98.0,23.0,20000.0,168314,28027,2.0,903.0,8000.0,7.3,12000
392.0,137.0,363.0,29000.0,102728,36258,0.0,279.0,6000.0,6.6,16000
